name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,product_id
Fujifilm Instax Mini 9 Instant Camera (Cobalt Blue) Gift Box with 10 Shots,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81a7q2kFJvL._AC_UL320_.jpg,https://www.amazon.in/Fujifilm-Instax-Mini-Instant-Camera/dp/B08TSFHJZP/ref=sr_1_2522?qid=1679133810&s=electronics&sr=1-2522,4.3,883,"₹4,899","₹7,499",2520
"Echo Show 8 (2nd Gen, 2021 release)- Smart speaker with 8"" HD screen, stereo sound & hands-free entertainment with Alexa (...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51C+FWhW9xL._AC_UL320_.jpg,https://www.amazon.in/Echo-show-8-2nd-Gen/dp/B084TNMLTB/ref=sr_1_3080?qid=1679133846&s=electronics&sr=1-3080,4.3,"1,757","₹10,999","₹13,999",3078
"Samsung 27-inch(68.58cm) M5 FHD Smart Monitor, Speakers, Remote, 1 Billion Color, Smart TV apps, TV Plus, Office 365, Appl...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81aAoBKpBxL._AC_UL320_.jpg,https://www.amazon.in/Samsung-27-inch-Speakers-Bluetooth-LS27BM501EWXXL/dp/B09W2DBLSD/ref=sr_1_7516?qid=1679134116&s=electronics&sr=1-7516,4.2,"2,360","₹18,507","₹33,500",7515
OneAssist 1 Year Extended Warranty Plan for Headphones 500 to 1000 - Email Delivery Within 2 Hours,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ARj+szfWL._AC_UL320_.jpg,https://www.amazon.in/OneAssist-Year-Extended-Warranty-Headphones/dp/B09QMNDJX2/ref=sr_1_697?qid=1679133691&s=electronics&sr=1-697,3.8,629,₹89,₹199,696
"ZENAKU Type C to lightning USB Cable 8 Pin Fast charger Cord Compatible with APPLE iPhone 14, 13, 12, 11, SE, iPad and oth...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61dVuIw-SML._AC_UL320_.jpg,https://www.amazon.in/ZENAKU-lightning-charger-Compatible-devices/dp/B0BTQ3FXVX/ref=sr_1_8065?qid=1679134148&s=electronics&sr=1-8065,3.9,8,₹279,₹899,8063
"Fire-Boltt Pioneer 1.95"" Smart Watch, High Resolution 320 * 385 Bluetooth Calling with 500 + Watch Faces, Always On, Rotat...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61W3BlnvsRL._AC_UL320_.jpg,https://www.amazon.in/Fire-Boltt-Resolution-Bluetooth-Assistant-Calculator/dp/B0BP1FSCB7/ref=sr_1_8945?qid=1679134199&s=electronics&sr=1-8945,3.7,59,"₹1,899","₹18,999",8943
"Softly Print 88A CC388A Laserjet Toner Cartridge for HP Laserjet Printer M1136, MFP, P1007, P1106, P1108, P1008, M1213nf, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61K2rx9g19L._AC_UL320_.jpg,https://www.amazon.in/Softly-Print-CC388A-Laserjet-Cartridge/dp/B07K26HC3C/ref=sr_1_1823?qid=1679133765&s=electronics&sr=1-1823,4.1,"2,620",₹599,"₹2,199",1821
Dolgix 8GB DDR3 Desktop RAM 1333MHz |CL-9 | (Memory) U-DIMM | Long-DIMM | PC3-10600 (2Rx8 Dual Rank) 3 Years Warranty (Mad...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71aeLDc4NLL._AC_UL320_.jpg,https://www.amazon.in/Dolgix-Desktop-Long-DIMM-PC3-10600-Warranty/dp/B0B5GXZ3DG/ref=sr_1_6638?qid=1679134064&s=electronics&sr=1-6638,3.8,89,"₹1,119","₹3,900",6636
"Imou IP 67 Outdoor Security Bullet Camera, Color Night Vision, 1080P Full HD,Up to 256GB SD Card, WiFi & Ethernet Connecti...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71FBapaqBDL._AC_UL320_.jpg,https://www.amazon.in/Imou-Connection-Detection-Spotlight-Recording/dp/B08TNG2K94/ref=sr_1_3731?qid=1679133886&s=electronics&sr=1-3731,3.9,"1,948","₹3,599","₹9,500",3729
"Aroma® NB119 Belief Bluetooth Wireless In Ear Neckband with Long Lasting Playtime 48 Hrs, Smart Voice Assistant, Ultra Ric...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61WuStE09yL._AC_UL320_.jpg,https://www.amazon.in/NB119-Belief-Bluetooth-Wireless-Assistant/dp/B0BBTWPPL9/ref=sr_1_4959?qid=1679133962&s=electronics&sr=1-4959,3.3,185,₹395,"₹1,999",4957
"JNKC Full HD Wi-fi Wireless IP CCTV Security Camera Light Vision, Night Vision Remote Indoor 1080p V380 Pro App 360 Degree...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41rG3YhvZ7L._AC_UL320_.jpg,https://www.amazon.in/JNKC-Wireless-Security-Camera-Streaming/dp/B0B5N6Y35X/ref=sr_1_8443?qid=1679134171&s=electronics&sr=1-8443,4.3,124,"₹1,999","₹3,999",8441
One94Store Mini Portable USB Hand Fan Rechargeable Battery Operated Personal Table Fan with Standing Holder Handy Pocket B...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31RVVc2rPTL._AC_UL320_.jpg,https://www.amazon.in/One94store-USB-Fan-Rechargeable-Handy/dp/B09YYP3JQL/ref=sr_1_2888?qid=1679133835&s=electronics&sr=1-2888,3.1,"3,185",₹349,₹999,2886
"Zebronics ZEB-BT4444RUCF Made in India Wireless Bluetooth Multimedia Speaker With Supporting SD Card, USB, AUX, FM & Remot...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71A-b9c8vQL._AC_UL320_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-BT4444RUCF-Subwoofer-Wireless-Connectivity/dp/B08RB3H7B3/ref=sr_1_9211?qid=1679134214&s=electronics&sr=1-9211,3.8,108,"₹2,699","₹3,999",9209
"Noise Flair in-Ear Wireless Bluetooth Smart Neckband Earphone with Touch Controls, 35 Hour Playtime, Environmental Cancell...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51IdLc4cU1S._AC_UL320_.jpg,https://www.amazon.in/Noise-Wireless-Bluetooth-Environmental-Cancellation/dp/B08SW5F9GJ/ref=sr_1_9243?qid=1679134216&s=electronics&sr=1-9243,3.7,"23,273","₹1,799","₹3,999",9238
"Logitech K580 Slim Multi-Device Wireless Keyboard  Bluetooth/Receiver, Compact, Easy Switch, 24 Month Battery, Win/Mac, ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61zrzqR0PPL._AC_UL320_.jpg,https://www.amazon.in/Logitech-Multi-Device-Wireless-Keyboard-Chrome/dp/B07Y1F8RFR/ref=sr_1_6596?qid=1679134061&s=electronics&sr=1-6596,4.5,738,"₹2,995","₹4,495",6594
"Tukzer 2-in-1 Capacitive Stylus Pen V2.0, Precise Stylus -Fine Point Disc Tip & Micro-Knit Hybrid Fiber Tip, Light Aluminu...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51gzYKn3TxL._AC_UL320_.jpg,https://www.amazon.in/Tukzer-Capacitive-Micro-Knit-Aluminum-Smartphones/dp/B09KLB8HNY/ref=sr_1_2860?qid=1679133833&s=electronics&sr=1-2860,3.8,"17,369",₹369,₹999,2858
KYOSEI Advanced Tempered Glass Compatible with Google Pixel 7 with Military-Grade Anti-Explosion Edge-to-Edge Coverage Scr...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/318wXJER9zL._AC_UL320_.jpg,https://www.amazon.in/KYOSEI-Compatible-Pixel-Military-Grade-Anti-Explosion/dp/B0BLZPPT7K/ref=sr_1_2336?qid=1679133799&s=electronics&sr=1-2336,4.4,"1,143",₹299,"₹1,199",2334
"AmazonBasics RJ45 Cat 7 High-Speed Gigabit Ethernet Patch Internet Cable for Printer, Server - 10Gbps, 600MHz - White, 10-...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61nhCmAXf5L._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-High-Speed-Gigabit-Ethernet-Internet/dp/B07ZTRR8RP/ref=sr_1_5622?qid=1679134004&s=electronics&sr=1-5622,4.4,"3,492",₹279,₹599,5620
"JioFi Jio Phone Next 32 GB ROM, 2 GB RAM, Blue, Smartphone","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31SPNGm46lL._AC_UL320_.jpg,https://www.amazon.in/JioFi-Phone-Next-Blue-Smartphone/dp/B09QCNZCMX/ref=sr_1_3628?qid=1679133880&s=electronics&sr=1-3628,3.6,361,"₹4,499","₹7,299",3626
"Trust edge USB Type C USB to Lightening, Fast Charging & Data Sync USB Type Cable [USB Type C to 8 Pin] Compatible for iPh...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51ZIQHYXicL._AC_UL320_.jpg,https://www.amazon.in/Lightening-Charging-Type-C-Compatible-iPhone/dp/B093WN1XHY/ref=sr_1_6437_mod_primary_new?qid=1679134053&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-6437,3.7,197,₹215,₹600,6435
"Spigen Thin Fit PC and TPU Back Cover, Compatible for Samsung Galaxy S21 FE 5G - Black","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71xkEApF0uL._AC_UL320_.jpg,https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B092KWHPFY/ref=sr_1_3600?qid=1679133876&s=electronics&sr=1-3600,4.3,"1,252","₹1,199","₹1,599",3598
"Amazon Brand - Solimo Thermoplastic Polyurethane, Plastic Transparent Black Bumper Case, Hard Back and Soft Bumper Cover f...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31qFS+Sa52S._AC_UL320_.jpg,https://www.amazon.in/Amazon-Brand-Solimo-Transparent-OnePlus/dp/B095SJH66H/ref=sr_1_7133?qid=1679134093&s=electronics&sr=1-7133,4.0,62,₹149,₹499,7131
"Oraimo 20W Type C Fast Charger PD 3.0 USB C Wall Adapter with USB Type C Cable Compatible for iPhone Charger14,13/13 Mini/...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61u23qBmf+L._AC_UL320_.jpg,https://www.amazon.in/Oraimo-Charger-Adapter-Compatible-Charger14/dp/B0BMG5KS13/ref=sr_1_3951?qid=1679133901&s=electronics&sr=1-3951,4.4,"1,786",₹699,"₹2,499",3949
"EDYELL 100 Hours Bluetooth Neckband Earphone, High-Capacity Wireless Neckband Earphones with Mic, ENC, IPX5, BT v5.2, Dual...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/619e9sUjN-L._AC_UL320_.jpg,https://www.amazon.in/EDYELL-Bluetooth-Neckband-High-Capacity-Earphones/dp/B0B9BS4JJY/ref=sr_1_6493?qid=1679134056&s=electronics&sr=1-6493,4.0,135,"₹2,499","₹5,999",6491
Action Pro™ Helmet Chin Mount Strap Set Compatible with All Smartphones GoPro Hero 11 10 9 8 7 6 5 4 SJCAM DJI Osmo and Al...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71gdDwiAcaL._AC_UL320_.jpg,https://www.amazon.in/Action-Motorcycle-Compatible-Smartphones-Cameras/dp/B09PF1CLTL/ref=sr_1_1303?qid=1679133731&s=electronics&sr=1-1303,3.8,"4,690",₹499,₹699,1301
"Apple 2022 iPad Air M1 Chip (10.9-inch/27.69 cm, Wi-Fi, 64GB) - Blue (5th Generation)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71VbHaAqbML._AC_UL320_.jpg,https://www.amazon.in/Apple-iPad-Air-10-9-inch-27-69-Wi-Fi/dp/B09V4FNFHN/ref=sr_1_8164?qid=1679134155&s=electronics&sr=1-8164,4.7,"1,057","₹59,899","₹59,900",8162
FIRST CLICK Art 12 Wells 301 Kidney/Oval Shaped Plastic Palette Size 17cms X 22cms,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41I94C67L5L._AC_UL320_.jpg,https://www.amazon.in/FIRST-CLICK-Plastic-Painting-Supplies/dp/B082GT8X33/ref=sr_1_6340?qid=1679134047&s=electronics&sr=1-6340,4.1,625,₹199,₹399,6338
